%单胞内颗粒个数和体积分数
202 0.0997536
%单胞内颗粒个数和体积分数
207 0.100142
%单胞内颗粒个数和体积分数
208 0.0996205
%单胞内颗粒个数和体积分数
202 0.100289
%单胞内颗粒个数和体积分数
204 0.099562
%单胞内颗粒个数和体积分数
204 0.100176
%单胞内颗粒个数和体积分数
204 0.100099
%单胞内颗粒个数和体积分数
207 0.100508
%单胞内颗粒个数和体积分数
206 0.10031
%单胞内颗粒个数和体积分数
204 0.0995659
%单胞内颗粒个数和体积分数
200 0.0996898
%单胞内颗粒个数和体积分数
206 0.0997785
%单胞内颗粒个数和体积分数
200 0.100433
%单胞内颗粒个数和体积分数
201 0.100179
%单胞内颗粒个数和体积分数
199 0.099998
%单胞内颗粒个数和体积分数
200 0.0999446
%单胞内颗粒个数和体积分数
199 0.100115
%单胞内颗粒个数和体积分数
201 0.0996405
%单胞内颗粒个数和体积分数
201 0.0995149
%单胞内颗粒个数和体积分数
200 0.100211
%单胞内颗粒个数和体积分数
199 0.0997136
%单胞内颗粒个数和体积分数
206 0.100278
%单胞内颗粒个数和体积分数
201 0.100266
%单胞内颗粒个数和体积分数
203 0.0995569
%单胞内颗粒个数和体积分数
204 0.100356
%单胞内颗粒个数和体积分数
205 0.10012
%单胞内颗粒个数和体积分数
203 0.0996747
%单胞内颗粒个数和体积分数
201 0.0996377
%单胞内颗粒个数和体积分数
201 0.100084
%单胞内颗粒个数和体积分数
201 0.0999117
%单胞内颗粒个数和体积分数
203 0.0998384
%单胞内颗粒个数和体积分数
202 0.100504
%单胞内颗粒个数和体积分数
200 0.0999676
%单胞内颗粒个数和体积分数
204 0.100448
%单胞内颗粒个数和体积分数
203 0.100161
%单胞内颗粒个数和体积分数
200 0.100448
%单胞内颗粒个数和体积分数
206 0.10031
%单胞内颗粒个数和体积分数
205 0.10015
%单胞内颗粒个数和体积分数
199 0.0997686
%单胞内颗粒个数和体积分数
205 0.0998095
%单胞内颗粒个数和体积分数
200 0.100179
%单胞内颗粒个数和体积分数
203 0.100236
%单胞内颗粒个数和体积分数
201 0.099874
%单胞内颗粒个数和体积分数
205 0.100142
%单胞内颗粒个数和体积分数
205 0.100142
%单胞内颗粒个数和体积分数
200 0.100512
%单胞内颗粒个数和体积分数
200 0.0995452
%单胞内颗粒个数和体积分数
199 0.100385
%单胞内颗粒个数和体积分数
202 0.100177
%单胞内颗粒个数和体积分数
202 0.100177
%单胞内颗粒个数和体积分数
202 0.100006
%单胞内颗粒个数和体积分数
200 0.100342
%单胞内颗粒个数和体积分数
198 0.100248
%单胞内颗粒个数和体积分数
201 0.0994785
%单胞内颗粒个数和体积分数
201 0.0994785
%单胞内颗粒个数和体积分数
203 0.100041
%单胞内颗粒个数和体积分数
199 0.0994937
%单胞内颗粒个数和体积分数
201 0.100404
%单胞内颗粒个数和体积分数
200 0.0999035
%单胞内颗粒个数和体积分数
201 0.100223
%单胞内颗粒个数和体积分数
201 0.100223
%单胞内颗粒个数和体积分数
201 0.100291
%单胞内颗粒个数和体积分数
200 0.100265
%单胞内颗粒个数和体积分数
198 0.0995135
%单胞内颗粒个数和体积分数
204 0.100204
%单胞内颗粒个数和体积分数
200 0.100011
%单胞内颗粒个数和体积分数
200 0.100332
%单胞内颗粒个数和体积分数
200 0.100332
%单胞内颗粒个数和体积分数
200 0.0996315
%单胞内颗粒个数和体积分数
200 0.100056
%单胞内颗粒个数和体积分数
204 0.100263
%单胞内颗粒个数和体积分数
201 0.0999316
